0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,2 ,2 ,7 ,6 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,1 ,1 ,8 ,8 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,1 ,1 ,9 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,1 ,1 ,9 ,3 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,2 ,2 ,8 ,3 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,3 ,2 ,3 ,18 ,0 ,1 ,0 ,1 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,2 ,6 ,1 ,3 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,12 ,8 ,13 ,9 ,20 ,0 ,0 ,1 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,2 ,2 ,6 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,2 ,2 ,3 ,18 ,0 ,1 ,0 ,1 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,12 ,3 ,2 ,4 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,2 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,2 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,2 ,5 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,1 ,1 ,4 ,4 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,2 ,2 ,6 ,1 ,0 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,2 ,2 ,2 ,5 ,1 ,0 ,0 ,1 ,0 ,0 
